% Moku:Go Oscilloscope
% Channel A (Input 1, on), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Channel B (Input 2, off), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Time span 4.854 ms, time offset -7.124 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Square, 164.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-04-30 T 15:53:54 +0200
% Time (s), Channel A (Input 1) (V)
7.666464000000e-03, 4.885198e-02
7.671456000000e-03, 4.885198e-02
7.676448000000e-03, 5.129458e-02
7.681440000000e-03, 5.373718e-02
7.686432000000e-03, 5.495848e-02
7.691424000000e-03, 5.740108e-02
7.696416000000e-03, 5.984368e-02
7.701408000000e-03, 6.228628e-02
7.706400000000e-03, 6.472887e-02
7.711392000000e-03, 6.595017e-02
7.716384000000e-03, 6.961407e-02
7.721376000000e-03, 6.961407e-02
7.726368000000e-03, 7.205667e-02
7.731360000000e-03, 7.449927e-02
7.736352000000e-03, 7.449927e-02
7.741344000000e-03, 7.694187e-02
7.746336000000e-03, 7.694187e-02
7.751328000000e-03, 7.938447e-02
7.756320000000e-03, 8.060577e-02
7.761312000000e-03, 8.304837e-02
7.766304000000e-03, 8.426967e-02
7.771296000000e-03, 8.549097e-02
7.776288000000e-03, 8.793357e-02
7.781280000000e-03, 8.915487e-02
7.786272000000e-03, 8.915487e-02
7.791264000000e-03, 9.159746e-02
7.796256000000e-03, 9.281876e-02
7.801248000000e-03, 9.526136e-02
7.806240000000e-03, 9.648266e-02
7.811232000000e-03, 9.770396e-02
7.816224000000e-03, 1.001466e-01
7.821216000000e-03, 1.001466e-01
7.826208000000e-03, 1.025892e-01
7.831200000000e-03, 1.025892e-01
7.836192000000e-03, 1.038105e-01
7.841184000000e-03, 1.050318e-01
7.846176000000e-03, 1.050318e-01
