% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 750.7100 Hz to 897.0110 Hz with 2,048 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 1.00 us, 3 cycles; Settling time 10.0 us, 3 cycles
% 
% Acquired 2026-04-30 T 14:57:20 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
8.56544673e+02, -1.0663e+01, -3.1649e+02
8.56574936e+02, -1.0340e+01, -3.2343e+02
8.56605200e+02, -1.0510e+01, -3.2200e+02
8.56635465e+02, -1.0902e+01, -3.1728e+02
8.56665731e+02, -1.0363e+01, -3.1860e+02
8.56695999e+02, -1.0688e+01, -3.1825e+02
8.56726267e+02, -1.0906e+01, -3.1590e+02
8.56756537e+02, -1.0432e+01, -3.2128e+02
8.56786807e+02, -1.0831e+01, -3.1712e+02
8.56817079e+02, -1.1152e+01, -3.1555e+02
8.56847352e+02, -1.0568e+01, -3.1928e+02
8.56877625e+02, -1.0697e+01, -3.1620e+02
8.56907900e+02, -1.0766e+01, -3.1510e+02
8.56938176e+02, -1.0323e+01, -3.1991e+02
8.56968453e+02, -1.1061e+01, -3.1690e+02
8.56998731e+02, -1.0627e+01, -3.1686e+02
8.57029010e+02, -9.3345e+00, -3.1945e+02
8.57059290e+02, -1.0805e+01, -3.1540e+02
8.57089572e+02, -1.0373e+01, -3.1872e+02
8.57119854e+02, -1.0433e+01, -3.2118e+02
8.57150137e+02, -1.1114e+01, -3.1709e+02
8.57180422e+02, -1.0742e+01, -3.1948e+02
8.57210707e+02, -1.0537e+01, -3.1993e+02
8.57240994e+02, -1.0818e+01, -3.1748e+02
8.57271282e+02, -1.0659e+01, -3.2088e+02
8.57301570e+02, -1.1029e+01, -3.1997e+02
8.57331860e+02, -1.1359e+01, -3.1618e+02
8.57362151e+02, -1.0583e+01, -3.1902e+02
8.57392443e+02, -1.0884e+01, -3.1627e+02
8.57422736e+02, -1.1138e+01, -3.1534e+02
8.57453030e+02, -1.0639e+01, -3.2040e+02
8.57483325e+02, -1.0959e+01, -3.1712e+02
8.57513622e+02, -1.1114e+01, -3.1506e+02
8.57543919e+02, -1.0636e+01, -3.1856e+02
8.57574217e+02, -1.0818e+01, -3.1707e+02
8.57604517e+02, -1.0752e+01, -3.1780e+02
8.57634817e+02, -1.0319e+01, -3.2062e+02
8.57665119e+02, -1.1105e+01, -3.1497e+02
8.57695422e+02, -1.0881e+01, -3.1882e+02
8.57725725e+02, -1.0650e+01, -3.2029e+02
8.57756030e+02, -1.1132e+01, -3.1754e+02
8.57786336e+02, -1.0997e+01, -3.2108e+02
8.57816643e+02, -1.0857e+01, -3.2067e+02
8.57846951e+02, -1.1347e+01, -3.1645e+02
8.57877260e+02, -1.0865e+01, -3.1951e+02
8.57907570e+02, -1.1524e+01, -3.1727e+02
8.57937882e+02, -1.1380e+01, -3.1718e+02
8.57968194e+02, -1.0883e+01, -3.2067e+02
8.57998507e+02, -1.1195e+01, -3.1665e+02
8.58028822e+02, -1.1401e+01, -3.1522e+02
8.58059137e+02, -1.0663e+01, -3.1941e+02
8.58089454e+02, -1.1050e+01, -3.1683e+02
8.58119771e+02, -1.1106e+01, -3.1533e+02
8.58150090e+02, -1.0776e+01, -3.1847e+02
8.58180410e+02, -1.1075e+01, -3.1701e+02
8.58210731e+02, -1.0766e+01, -3.1845e+02
8.58241053e+02, -1.0447e+01, -3.2116e+02
8.58271376e+02, -1.1214e+01, -3.1821e+02
8.58301700e+02, -1.1401e+01, -3.2141e+02
8.58332025e+02, -1.1228e+01, -3.2166e+02
8.58362351e+02, -1.2442e+01, -3.1373e+02
8.58392679e+02, -1.1380e+01, -3.1717e+02
8.58423007e+02, -1.0907e+01, -3.1865e+02
8.58453336e+02, -1.1463e+01, -3.1735e+02
8.58483667e+02, -1.1036e+01, -3.1865e+02
8.58513998e+02, -1.1114e+01, -3.1610e+02
8.58544331e+02, -1.1413e+01, -3.1615e+02
8.58574665e+02, -1.0915e+01, -3.2097e+02
8.58605000e+02, -1.1060e+01, -3.1857e+02
8.58635336e+02, -1.1515e+01, -3.1596e+02
8.58665673e+02, -1.0787e+01, -3.1852e+02
8.58696011e+02, -1.0813e+01, -3.1798e+02
8.58726350e+02, -1.0986e+01, -3.1958e+02
8.58756690e+02, -1.1021e+01, -3.2337e+02
8.58787031e+02, -1.1963e+01, -3.1890e+02
8.58817373e+02, -1.1880e+01, -3.1738e+02
8.58847717e+02, -1.0742e+01, -3.1894e+02
8.58878061e+02, -1.1153e+01, -3.1725e+02
8.58908407e+02, -1.1429e+01, -3.2043e+02
8.58938753e+02, -1.1184e+01, -3.2098e+02
8.58969101e+02, -1.2128e+01, -3.1618e+02
8.58999450e+02, -1.1589e+01, -3.1728e+02
8.59029799e+02, -1.1023e+01, -3.1710e+02
8.59060150e+02, -1.1601e+01, -3.1719e+02
8.59090502e+02, -1.1179e+01, -3.2150e+02
8.59120855e+02, -1.1085e+01, -3.1896e+02
8.59151209e+02, -1.1789e+01, -3.1525e+02
8.59181565e+02, -1.1030e+01, -3.1929e+02
8.59211921e+02, -1.1152e+01, -3.1960e+02
8.59242278e+02, -1.2058e+01, -3.2432e+02
8.59272637e+02, -1.1003e+01, -3.2071e+02
8.59302996e+02, -1.1538e+01, -3.1949e+02
8.59333357e+02, -1.1851e+01, -3.1790e+02
8.59363718e+02, -1.0977e+01, -3.2076e+02
8.59394081e+02, -1.1639e+01, -3.1751e+02
8.59424445e+02, -1.2292e+01, -3.1756e+02
8.59454809e+02, -1.1298e+01, -3.2060e+02
8.59485175e+02, -1.1934e+01, -3.1697e+02
8.59515542e+02, -1.1622e+01, -3.1545e+02
8.59545910e+02, -1.1136e+01, -3.1949e+02
8.59576279e+02, -1.1961e+01, -3.1563e+02
8.59606650e+02, -1.1382e+01, -3.1744e+02
8.59637021e+02, -1.1080e+01, -3.1977e+02
8.59667393e+02, -1.1658e+01, -3.1653e+02
8.59697767e+02, -1.1812e+01, -3.2275e+02
8.59728141e+02, -1.1277e+01, -3.2224e+02
8.59758517e+02, -1.1865e+01, -3.1682e+02
8.59788893e+02, -1.1360e+01, -3.2075e+02
8.59819271e+02, -1.1714e+01, -3.1975e+02
8.59849650e+02, -1.2188e+01, -3.1714e+02
8.59880030e+02, -1.1455e+01, -3.2119e+02
8.59910411e+02, -1.1699e+01, -3.1705e+02
8.59940793e+02, -1.2008e+01, -3.1589e+02
8.59971176e+02, -1.1314e+01, -3.2081e+02
8.60001560e+02, -1.1688e+01, -3.1778e+02
